Hurricane Vince
   Time (UTC)          W.Long  N.Lat   MPH   Pr(mb)
   2005 Oct 09 15:00   19.20   34.00   50    1001
   2005 Oct 09 21:00   18.60   34.20   75     987
   2005 Oct 10 03:00   17.80   34.50   75     987
   2005 Oct 10 09:00   16.60   34.80   60     994
   2005 Oct 10 15:00   14.20   34.90   45    1002
   2005 Oct 10 21:00   11.60   35.90   40    1000
   2005 Oct 11 03:00    9.50   36.40   45     998
   2005 Oct 11 09:00    7.10   37.20   35    1002
